hotel,count,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,1,67,2017,February,7,12,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,80.0,0,0,Canceled,2016/12/7
City Hotel,1,0,70,2016,July,29,10,2,0,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,103.5,0,3,Check-Out,2016/7/12
City Hotel,1,1,260,2015,July,27,4,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015/6/16
City Hotel,1,1,56,2016,June,24,8,0,1,2,0.0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191.0,,0,Transient-Party,120.0,0,0,Canceled,2016/6/2
City Hotel,1,0,320,2016,August,34,18,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016/8/20
City Hotel,1,1,178,2016,April,18,28,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,46,Transient,120.0,0,0,Canceled,2015/12/18
City Hotel,1,0,47,2016,May,20,11,0,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,92.28,0,1,Check-Out,2016/5/15
City Hotel,1,1,149,2017,July,30,28,2,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,175.5,0,1,Canceled,2017/7/26
City Hotel,1,1,257,2017,January,2,13,1,2,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,129.6,0,0,Canceled,2016/5/1
City Hotel,1,0,0,2016,February,6,2,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,2,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2016/2/4
City Hotel,1,0,61,2016,August,36,29,1,3,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,0,Check-Out,2016/9/2
City Hotel,1,1,2,2017,January,3,15,2,3,1,0.0,0,BB,BEL,Aviation,Corporate,0,0,0,A,A,0,No Deposit,,153.0,0,Transient,79.0,0,0,No-Show,2017/1/15
City Hotel,1,0,59,2016,July,30,18,1,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,39.0,,27,Transient-Party,85.0,0,0,Check-Out,2016/7/20
City Hotel,1,1,18,2015,October,40,3,2,5,1,0.0,0,SC,PRT,Online TA,TA/TO,1,1,0,A,A,0,No Deposit,15.0,,0,Transient,78.17,0,0,Canceled,2015/9/15
City Hotel,1,0,6,2017,February,9,27,1,0,1,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,93.0,0,0,Check-Out,2017/2/28
City Hotel,1,1,44,2016,November,48,22,0,3,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,82.13,0,0,Canceled,2016/10/9
City Hotel,1,0,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,122.4,0,1,Check-Out,2017/7/15
City Hotel,1,1,134,2015,December,49,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,91,Transient,65.0,0,0,Canceled,2015/10/22
City Hotel,1,0,328,2016,September,40,30,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,38,Transient-Party,65.0,0,1,Check-Out,2016/10/2
City Hotel,1,0,54,2016,October,43,16,2,2,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,21.0,,0,Transient-Party,66.5,0,0,Check-Out,2016/10/20
City Hotel,1,1,106,2016,May,21,21,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.28,0,0,Canceled,2016/2/5
City Hotel,1,0,24,2016,December,50,8,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,157.0,,0,Transient,94.93,0,0,Check-Out,2016/12/11
City Hotel,1,0,204,2017,June,26,28,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,99.0,0,0,Check-Out,2017/6/30
City Hotel,1,1,199,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,29.0,,0,Transient-Party,95.0,0,0,Canceled,2016/10/21
City Hotel,1,0,20,2017,January,1,1,1,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,65.0,0,0,Check-Out,2017/1/2
City Hotel,1,1,23,2017,January,3,18,2,4,2,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,99.24,0,0,Canceled,2017/1/2
City Hotel,1,0,9,2016,March,14,29,0,2,1,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,8.0,,0,Transient,84.0,0,1,Check-Out,2016/3/31
City Hotel,1,1,80,2016,April,16,10,2,1,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,182.0,,0,Transient,100.0,0,0,Canceled,2016/2/22
City Hotel,1,0,5,2015,September,39,23,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,133.0,0,1,Check-Out,2015/9/24
City Hotel,1,1,11,2017,January,3,18,2,8,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,113.39,0,0,Canceled,2017/1/9
City Hotel,1,1,188,2016,June,25,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,39,Transient,130.0,0,0,Canceled,2016/1/18
City Hotel,1,0,98,2015,November,48,23,1,2,1,0.0,0,BB,SWE,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,70.0,0,0,Check-Out,2015/11/26
City Hotel,1,1,321,2015,September,36,3,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.8,0,0,Canceled,2014/10/17
City Hotel,1,0,117,2016,November,46,6,2,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,283.0,,0,Transient,71.4,0,0,Check-Out,2016/11/10
City Hotel,1,1,251,2016,March,13,22,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,93,Transient,125.0,0,0,Canceled,2015/10/16
City Hotel,1,0,118,2016,June,27,27,1,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,121.55,0,2,Check-Out,2016/7/1
City Hotel,1,1,36,2017,June,24,12,1,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,144.0,0,1,Canceled,2017/5/7
City Hotel,1,1,27,2016,December,50,8,1,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,96.9,0,2,Canceled,2016/11/18
City Hotel,1,1,244,2017,July,27,8,2,3,2,1.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,2,Canceled,2016/12/17
City Hotel,1,1,342,2015,September,39,24,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0,Canceled,2015/8/21
City Hotel,1,0,66,2017,March,10,10,1,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,154.0,,0,Transient-Party,80.0,0,1,Check-Out,2017/3/13
City Hotel,1,0,377,2016,October,42,14,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016/10/16
City Hotel,1,0,14,2016,March,12,17,0,3,2,1.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,127.0,0,2,Check-Out,2016/3/20
City Hotel,1,0,448,2017,June,24,17,2,1,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,2017/6/20
City Hotel,1,0,0,2015,October,43,20,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,F,1,No Deposit,87.0,,0,Transient,123.0,0,0,Check-Out,2015/10/21
City Hotel,1,0,81,2016,May,21,15,2,0,2,0.0,0,BB,CN,Groups,TA/TO,0,0,0,A,B,0,No Deposit,133.0,,0,Transient-Party,90.0,0,1,Check-Out,2016/5/17
City Hotel,1,0,237,2017,July,27,6,0,3,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,156.6,0,1,Check-Out,2017/7/9
City Hotel,1,0,86,2015,December,53,30,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,81.86,0,1,Check-Out,2016/1/2
City Hotel,1,0,116,2017,April,15,13,0,2,2,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,1,Check-Out,2017/4/15
City Hotel,1,0,67,2016,May,22,27,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.4,0,1,Check-Out,2016/5/29
City Hotel,1,1,178,2016,April,18,28,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,46,Transient,110.0,0,0,Canceled,2015/12/18
City Hotel,1,0,0,2016,August,34,20,0,1,2,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,129.0,0,0,Check-Out,2016/8/21
City Hotel,1,0,1,2016,August,34,14,1,0,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,14.0,,0,Transient,208.0,0,1,Check-Out,2016/8/15
City Hotel,1,1,304,2016,November,45,3,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,0,Transient,89.0,0,0,Canceled,2016/2/1
City Hotel,1,1,26,2017,May,21,22,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,128.0,0,0,Canceled,2017/4/26
City Hotel,1,0,159,2017,May,21,24,0,4,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,5,No Deposit,83.0,,0,Transient,150.3,0,1,Check-Out,2017/5/28
City Hotel,1,1,351,2015,October,40,3,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015/7/6
City Hotel,1,1,343,2015,September,39,25,2,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,2,Non Refund,1.0,,0,Transient,170.0,0,0,Canceled,2015/9/9
City Hotel,1,1,54,2017,April,15,15,2,1,3,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,177.0,0,0,Canceled,2017/2/21
City Hotel,1,0,117,2015,August,31,1,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Check-Out,2015/8/4
City Hotel,1,1,493,2017,August,31,1,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2017/6/30
City Hotel,1,0,92,2016,November,45,2,1,4,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.0,0,0,Check-Out,2016/11/7
City Hotel,1,0,31,2016,February,9,21,2,2,2,1.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,72.31,0,0,Check-Out,2016/2/25
City Hotel,1,0,22,2016,March,10,3,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,84.33,0,0,Check-Out,2016/3/6
City Hotel,1,1,73,2017,April,15,9,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,7,Transient,100.0,0,0,Canceled,2017/2/2
City Hotel,1,0,109,2016,June,24,8,0,3,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,129.59,0,2,Check-Out,2016/6/11
City Hotel,1,0,109,2016,July,29,11,3,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,113.26,0,1,Check-Out,2016/7/19
City Hotel,1,0,32,2015,November,47,20,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,119.0,,0,Transient-Party,73.0,0,0,Check-Out,2015/11/22
City Hotel,1,0,3,2016,March,10,3,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,89.0,0,0,Check-Out,2016/3/4
City Hotel,1,0,58,2017,January,3,20,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.6,0,3,Check-Out,2017/1/22
City Hotel,1,1,56,2016,December,50,7,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.6,0,0,Canceled,2016/10/13
City Hotel,1,1,277,2016,November,46,7,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0,Canceled,2016/4/4
City Hotel,1,1,273,2015,July,29,17,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015/7/6
City Hotel,1,0,7,2015,December,50,10,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015/12/11
City Hotel,1,0,15,2016,June,23,1,0,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.18,0,1,Check-Out,2016/6/5
City Hotel,1,0,169,2016,May,22,25,0,4,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,123.25,0,0,Check-Out,2016/5/29
City Hotel,1,1,239,2015,October,42,17,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,2015/8/17
City Hotel,1,0,67,2016,August,32,1,1,2,3,1.0,0,BB,IRL,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,,0,Transient,222.3,0,0,Check-Out,2016/8/4
City Hotel,1,1,137,2016,July,31,28,1,3,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,134.3,0,0,Canceled,2016/3/28
City Hotel,1,1,63,2016,November,47,18,0,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,102.6,0,0,Canceled,2016/11/7
City Hotel,1,0,12,2016,February,8,17,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.0,1,0,Check-Out,2016/2/18
City Hotel,1,0,41,2016,February,9,22,1,4,2,2.0,0,BB,FIN,Online TA,TA/TO,0,0,0,B,B,2,No Deposit,9.0,,0,Transient,139.5,0,0,Check-Out,2016/2/27
City Hotel,1,1,213,2016,June,24,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,62,Transient,130.0,0,0,Canceled,2016/1/8
City Hotel,1,1,71,2017,August,33,16,0,3,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,1,Canceled,2017/6/24
City Hotel,1,0,46,2016,March,11,11,1,2,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient-Party,90.0,0,0,Check-Out,2016/3/14
City Hotel,1,1,148,2017,May,18,4,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,171.0,,0,Transient,95.0,0,0,Canceled,2016/12/7
City Hotel,1,1,111,2017,July,27,6,1,3,2,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9.0,,0,Transient,108.0,0,0,Canceled,2017/3/23
City Hotel,1,0,4,2017,January,3,16,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,2,No Deposit,,40.0,0,Transient,67.0,0,1,Check-Out,2017/1/18
City Hotel,1,1,301,2015,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015/7/6
City Hotel,1,0,141,2016,July,29,16,1,1,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient-Party,137.7,0,1,Check-Out,2016/7/18
City Hotel,1,0,175,2017,August,31,1,0,4,2,2.0,0,BB,FRA,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,260.0,0,1,Check-Out,2017/8/5
City Hotel,1,1,342,2015,September,39,24,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0,Canceled,2015/8/21
City Hotel,1,0,14,2017,February,8,20,1,2,2,1.0,0,BB,DNK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,109.73,0,1,Check-Out,2017/2/23
City Hotel,1,1,64,2016,September,37,5,1,2,2,0.0,0,SC,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.2,0,0,Canceled,2016/7/7
City Hotel,1,0,203,2017,May,22,31,0,4,2,0.0,1,BB,NLD,Online TA,TA/TO,0,0,0,A,B,2,No Deposit,7.0,,0,Transient,91.51,0,3,Check-Out,2017/6/4
City Hotel,1,0,46,2015,August,34,17,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015/8/19
City Hotel,1,1,433,2016,September,38,15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015/10/21
City Hotel,1,0,69,2015,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2015/10/28
City Hotel,1,0,312,2017,August,32,6,2,4,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.9,0,1,Check-Out,2017/8/12
City Hotel,1,0,0,2016,September,37,9,0,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,0.0,1,1,Check-Out,2016/9/10
City Hotel,1,0,173,2017,July,31,30,2,1,2,0.0,0,SC,CN,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,52.0,,0,Transient,71.1,0,0,Check-Out,2017/8/2
City Hotel,1,1,601,2017,March,9,2,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015/10/21
City Hotel,1,0,47,2017,May,20,15,1,2,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,455.0,,0,Transient-Party,164.0,0,0,Check-Out,2017/5/18
City Hotel,1,0,256,2016,June,25,15,0,2,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,90.0,0,0,Check-Out,2016/6/17
City Hotel,1,1,69,2017,May,20,19,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,99.0,0,0,Canceled,2017/3/11
City Hotel,1,0,3,2015,August,34,20,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,D,1,No Deposit,9.0,,0,Transient,106.0,0,3,Check-Out,2015/8/21
City Hotel,1,0,122,2016,March,14,27,2,1,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,26.0,,0,Transient-Party,86.0,0,0,Check-Out,2016/3/30
City Hotel,1,1,133,2016,December,50,6,0,4,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,,0,Transient,100.3,0,1,Canceled,2016/10/28
City Hotel,1,0,3,2015,September,38,19,1,1,1,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,29.0,,0,Transient-Party,120.0,0,0,Check-Out,2015/9/21
City Hotel,1,0,0,2016,September,40,30,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,D,F,0,No Deposit,,139.0,0,Transient,110.0,0,1,Check-Out,2016/10/2
City Hotel,1,0,256,2016,October,43,16,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,333.0,0,Transient-Party,100.75,0,0,Check-Out,2016/10/21
City Hotel,1,1,44,2016,September,38,11,2,1,2,1.0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,152.1,0,0,Canceled,2016/8/1
City Hotel,1,1,395,2016,March,13,21,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0,Canceled,2015/8/10
City Hotel,1,1,71,2016,June,23,1,1,4,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,22.0,,0,Transient,115.6,0,0,Canceled,2016/3/22
City Hotel,1,1,342,2015,September,39,24,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0,Canceled,2015/8/21
City Hotel,1,0,83,2016,October,42,13,1,3,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,152.78,0,0,Check-Out,2016/10/17
City Hotel,1,0,65,2016,November,47,18,0,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2016/11/20
City Hotel,1,1,451,2016,May,21,16,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,2016/3/14
City Hotel,1,1,61,2017,January,4,25,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,326.0,,0,Transient,80.0,0,0,Canceled,2016/11/25
City Hotel,1,1,16,2016,January,4,18,1,3,0,2.0,0,BB,BRA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient-Party,77.25,0,0,Canceled,2016/1/4
City Hotel,1,1,27,2016,March,13,22,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0,0,Canceled,2016/3/8
City Hotel,1,0,1,2016,May,23,30,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,111.35,0,1,Check-Out,2016/6/3
City Hotel,1,0,0,2017,February,5,4,0,1,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,98.0,0,0,Check-Out,2017/2/5
City Hotel,1,1,103,2016,April,17,19,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,0,Transient,115.0,0,0,Canceled,2016/2/25
City Hotel,1,0,0,2017,February,8,21,0,1,1,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,67.5,0,0,Check-Out,2017/2/22
City Hotel,1,1,30,2017,May,21,22,1,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,144.0,0,0,Canceled,2017/4/26
City Hotel,1,0,29,2016,December,49,2,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,85.0,0,0,Check-Out,2016/12/4
City Hotel,1,1,336,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015/7/6
City Hotel,1,1,103,2015,July,29,18,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2015/7/16
City Hotel,1,0,19,2017,March,11,14,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,,,0,Transient,80.0,0,1,Check-Out,2017/3/17
City Hotel,1,0,13,2017,March,9,3,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,86.4,0,0,Check-Out,2017/3/6
City Hotel,1,0,0,2015,September,39,21,1,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,40.0,,0,Transient,65.0,0,0,Check-Out,2015/9/23
City Hotel,1,1,70,2016,April,16,14,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.25,0,0,Canceled,2016/2/5
City Hotel,1,0,116,2016,December,51,17,2,1,1,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,2,Check-Out,2016/12/20
City Hotel,1,1,68,2016,February,8,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,37.0,,0,Transient,75.0,0,0,Canceled,2016/1/6
City Hotel,1,1,117,2017,May,21,23,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,1,Canceled,2017/5/10
